,month,state,deaths_new,deaths_unvax,deaths_pvax,deaths_fvax,deaths_boost
662,2023-09,Perak,1,0,0,1,0
663,2023-09,Perlis,0,0,0,0,0
664,2023-09,Pulau Pinang,1,0,0,0,1
665,2023-09,Sabah,1,0,0,0,0
666,2023-09,Sarawak,0,0,0,0,0
667,2023-09,Selangor,3,0,0,0,4
668,2023-09,Terengganu,0,0,0,0,0
669,2023-09,W.P. Kuala Lumpur,0,0,0,0,0
670,2023-09,W.P. Labuan,0,0,0,0,0
671,2023-09,W.P. Putrajaya,1,0,0,1,1
672,2023-10,Johor,1,1,0,0,2
673,2023-10,Kedah,0,0,0,0,0
674,2023-10,Kelantan,1,0,0,0,0
675,2023-10,Melaka,0,0,0,0,1
676,2023-10,Negeri Sembilan,0,0,0,0,0
677,2023-10,Pahang,0,0,0,0,0
678,2023-10,Perak,2,1,0,0,1
679,2023-10,Perlis,0,0,0,0,0
680,2023-10,Pulau Pinang,2,1,0,1,0
681,2023-10,Sabah,0,0,0,0,1
682,2023-10,Sarawak,1,0,0,0,1
683,2023-10,Selangor,2,0,0,1,1
684,2023-10,Terengganu,0,0,0,0,0
685,2023-10,W.P. Kuala Lumpur,0,0,0,0,0
686,2023-10,W.P. Labuan,0,0,0,0,0
687,2023-10,W.P. Putrajaya,0,0,0,0,0
688,2023-11,Johor,2,0,0,0,0
689,2023-11,Kedah,2,1,0,0,1
690,2023-11,Kelantan,1,0,0,0,0
691,2023-11,Melaka,1,0,0,0,1
692,2023-11,Negeri Sembilan,0,0,0,0,0
693,2023-11,Pahang,0,0,0,0,0
694,2023-11,Perak,2,0,0,2,1
695,2023-11,Perlis,0,0,0,0,0
696,2023-11,Pulau Pinang,3,1,0,0,3
697,2023-11,Sabah,1,0,0,0,0
698,2023-11,Sarawak,1,1,0,0,0
699,2023-11,Selangor,8,5,0,0,4
700,2023-11,Terengganu,0,0,0,0,0
701,2023-11,W.P. Kuala Lumpur,0,0,0,0,0
702,2023-11,W.P. Labuan,0,0,0,0,0
703,2023-11,W.P. Putrajaya,0,0,0,0,2
